	Gold 	 Count 	 Distribution 	 Recalled 	 Recall %
G:NNC P:JJD panlasa 2408 55 		Context - nakuha|VBTS ang|DTC *panlasa|JJD* ng|CCB publiko|NNC 
G:NNC P:JJD panlasa 824 15 		Context - paghatol|VBW sa|CCT *panlasa|JJD* ,|PMC samakatuwid|CCT 
G:NNC P:JJD panloloko 2727 16 		Context - nagtatala|VBTR ng|CCB *panloloko|JJD* .|PMP 
G:NNC P:JJD panloloko 2843 7 		Context - German|NNP at|CCA *panloloko|JJD* ng_mga|DTCP French|NNP 
G:NNC P:JJD panting 1582 15 		Context - bersyon|NNC na|CCP *panting|JJD* ng|CCB Microsoft|NNP 
G:NNC P:JJD patag 2889 25 		Context - :|PMS isang|PRI_CCP *patag|JJD* ang|DTC bakulod|NNC 
G:NNC P:JJD pikpik 2976 8 		Context - mantikilya|NNC na|CCP *pikpik|JJD* ,|PMC subalit|CCT 
G:NNC P:JJD pili 1574 5 		Context - ,|PMC ang_mga|DTCP *pili|JJD* ng|CCB antebellum|FW 
G:NNC P:JJD politikal 489 27 		Context - periyodista|NNC at|CCA *politikal|JJD* ng_mga|DTCP ilang|PRQ_CCP 
G:NNC P:JJD posibilidad 1749 41 		Context - at|CCA may|VBH *posibilidad|JJD* na|CCP magustuhan|VBW 
G:NNC P:JJD posibilidad 2471 22 		Context - at|CCA may|VBH *posibilidad|JJD* na|CCP may|VBH 
G:NNC P:JJD potensyal 2531 21 		Context - affair|FW ,|PMC *potensyal|JJD* na|CCP nagtatagal|VBTR 
G:NNC P:JJD pulitiko 2189 8 		Context - ng_mga|DTCP elitistang|NNC_CCP *pulitiko|JJD* ng|CCB Indonseia|NNP 
G:NNC P:JJD rebolusyonaryo 2685 25 		Context - Bulgarian|NNP na|CCP *rebolusyonaryo|JJD* na|CCP si|DTP 
G:NNC P:JJD relihiyoso 1477 16 		Context - pang|RBI_CCP mga|DTCP *relihiyoso|JJD* at|CCA mga|DTCP 
G:NNC P:JJD sapin 2188 20 		Context - sa|CCT batong|NNC_CCP *sapin|JJD* ng|CCB panahong|NNC_CCP 
G:NNC P:JJD sekswal 117 12 		Context - maakit|RBD ang_mga|DTCP *sekswal|JJD* na|CCP nilalang|NNC 
G:NNC P:JJD sekswal 296 7 		Context - gumagamit|VBTR_VBAF ng|CCB *sekswal|JJD* na|CCP pagpaparami|NNC 
G:NNC P:JJD sentral 1711 41 		Context - sa_kanluran|RBL at|CCA *sentral|JJD* Slovakia|NNP mula|RBL 
G:NNC P:JJD sentro 2373 14 		Context - sa_gitna|RBL o|CCT *sentro|JJD* ng|CCB Great|NNP 
G:NNC P:JJD sentro 662 3 		Context - rin|RBI silang|PRP_CCP *sentro|JJD* ng|CCB organisasyon|NNC 
G:NNC P:JJD sunod 1005 113 		Context - hinlalaki|NNC at|CCA *sunod|JJD* sa|CCT hinlalaking|NNC_CCP 
G:NNC P:JJD taas 2499 15 		Context - ginawang|VBOF_CCP kasing|JJCC *taas|JJD* ng_mga|DTCP pader|NNC 
G:NNC P:JJD tabas 401 5 		Context - na|CCP bilugang|RBD_CCP *tabas|JJD* ng|CCB isang|PRI_CCP 
G:NNC P:JJD taga-Pittsburgh 2562 21 		Context - tagagawa|NNC na|CCP *taga-Pittsburgh|JJD* sa|CCT integridad|NNC 
G:NNC P:JJD tagapagdala 2837 18 		Context - pinalitan|VBOF ng_mga|DTCP *tagapagdala|JJD* ng|CCB machine|FW 
G:NNC P:JJD tahimik 2902 7 		Context - tinig|NNC sa|CCT *tahimik|JJD* .|PMP 
G:NNC P:JJD tampok 2790 17 		Context - lahat|PRI ,|PMC *tampok|JJD* ang|DTC IGN|NNPA 
G:NNC P:JJD tanghal 2067 2 		Context - Ang_mga|DTCP grapikong|NNC_CCP *tanghal|JJD* ng_mga|DTCP elementong|NNC_CCP 
G:NNC P:JJD teknikal 1545 5 		Context - trabahador|NNC ng|CCB *teknikal|JJD* at|CCA pakikipagkalakalan|NNC 
G:NNC P:JJD teknikal 1774 31 		Context - nabase|VBTS sa|CCT *teknikal|JJD* ayon_sa|RBR moral|NNC 
G:NNC P:JJD tilad 2111 9 		Context - Isang|PRI_CCP iskulturang|NNC_CCP *tilad|JJD* sa|CCT Ardchattan|NNP 
G:NNC P:JJD tripa 2017 5 		Context - na|CCP mabisang|RBD_CCP *tripa|JJD* ang|DTC pag-angkat|VBW 
G:NNC P:JJD tubos 2162 41 		Context - nakahawak|VBTR sa|CCT *tubos|JJD* .|PMP 
G:NNC P:JJD uliran 2714 11 		Context - na|CCP ang|DTC *uliran|JJD* na|CCP lipunan|NNC 
G:NNC P:JJD urban 1119 32 		Context - impluwensya|NNC ng|CCB *urban|JJD* na|CCP kultura|NNC 
G:NNC P:JJD_CCP dating 799 45 		Context - ng_mga|DTCP bagong|JJD_CCP *dating|JJD_CCP* .|PMP 
G:NNC P:JJD_CCP pangpang 1567 22 		Context - base|NNC sa|CCT *pangpang|JJD_CCP* ng|CCB NSW|NNPA 
G:NNC P:JJN ipo-ipo 478 22 		Context - dahilan|NNC ng|CCB *ipo-ipo|JJN* at|CCA umaapekto|VBTR 
G:NNC P:NNC_CCP habang 2399 6 		Context - ay|LM may|VBH *habang|NNC_CCP* 33|CDB kilometro|NNC 
G:NNC P:NNC_CCP hukbong 2825 2 		Context - Umurong|VBAF ang|DTC *hukbong|NNC_CCP* Umayyad|NNP sa_timog|RBL 
G:NNC P:NNC_CCP hukbong-dagat 1261 12 		Context - naglayag|VBTS ang|DTC *hukbong-dagat|NNC_CCP* pabalik|JJD ng|CCB 
G:NNC P:NNC_CCP hukbong-dagat 537 6 		Context - U-boats|NNP palayo_sa|RBL *hukbong-dagat|NNC_CCP* himpilan|NNC ng|CCB 
G:NNC P:NNC_CCP kawang 2865 30 		Context - pag-atake|VBW ng_mga|DTCP *kawang|NNC_CCP* ng|CCB tupa|NNC 
G:NNC P:NNC_CCP panahon 1149 41 		Context - noong|RBW_CCP unang|JJN_CCP *panahon|NNC_CCP* umabot|VBAF ito|PRO 
G:NNC P:NNP Araw 395 0 		Context - *Araw|NNP* at|CCA gabi|RBW 
G:NNC P:NNP Bulalas 1967 0 		Context - *Bulalas|NNP* ng|CCB semilya|NNC 
G:NNC P:NNP Kabisera 455 0 		Context - *Kabisera|NNP* ng|CCB Osaka|NNP 
G:NNC P:NNP Pag-prorogued 1814 0 		Context - *Pag-prorogued|NNP* ,|PMC ang|DTC 
G:NNC P:NNP Pagkakaroon 2048 29 		Context - (|PMS hal.|NNCA *Pagkakaroon|NNP* ng|CCB mas|JJCC 
G:NNC P:NNP termIno 3014 22 		Context - metodolohikal|JJD na|CCP *termIno|NNP* ;|PMSC ngunit|CCT 
G:NNC P:RBD Pahintulot 2226 0 		Context - *Pahintulot|RBD* na|CCP gamitin|VBOF 
G:NNC P:RBD Partikular 375 0 		Context - *Partikular|RBD* na|CCP kumbinsido|JJD 
G:NNC P:RBD aksidente 501 6 		Context - niya|PRS na|CCP *aksidente|RBD* ang|DTC nangyari|VBTS 
G:NNC P:RBD kasulangatan 1750 36 		Context - na|CCP maaaring|RBM *kasulangatan|RBD* ito|PRO ,|PMC 
G:NNC P:RBD pabalintiyak 2019 79 		Context - panghalip|NNC na|CCP *pabalintiyak|RBD* .|PMP 
G:NNC P:RBD_CCP pagpapaubayang 412 17 		Context - pang-agham|JJD ,|PMC *pagpapaubayang|RBD_CCP* panrelihiyon|JJD ,|PMC 
G:NNC P:RBL galing 1333 7 		Context - at|CCA ang|DTC *galing|RBL* ng|CCB kanyang|PRSP_CCP 
G:NNC P:RBL utang_na_loob 1703 38 		Context - may|VBH malaking|JJD_CCP *utang_na_loob|RBL* sa|CCT orihinal|JJD 
G:NNC P:RBW gabi 1950 3 		Context - kalaliman|NNC ng|CCB *gabi|RBW* ,|PMC nakagawa|VBTS 
G:NNC P:RBW gabi 395 2 		Context - Araw|NNP at|CCA *gabi|RBW* lumilipad|VBTR_VBAF ang_mga|DTCP 
G:NNC P:RBW gabi 727 1 		Context - Tuwing|RBW *gabi|RBW* ,|PMC pumapangatlo|VBTR_VBAF 
G:NNC P:RBW tan 598 5 		Context - Kiwi|NNP Dark|NNP *tan|RBW* noong|RBW_CCP 1908|CDB 
G:NNC P:RBW umaga 31 20 		Context - pinakamalamig|JJCS_JJD na|CCP *umaga|RBW* sa|CCT taglamig|NNC 
G:NNC P:RBW wakas 2068 16 		Context - at|CCA sa|CCT *wakas|RBW* ang|DTC Arabs|NNP 
G:NNC P:VBOF Lupain 928 0 		Context - *Lupain|VBOF* ang|DTC 138.8|CDB 
G:NNC P:VBOF bayaran 2719 22 		Context - inuutusan|VBTR itong|PRO_CCP *bayaran|VBOF* siya|PRS ng|CCB 
G:NNC P:VBOF bayarin 872 19 		Context - sa|CCT mga|DTCP *bayarin|VBOF* at|CCA pinasama|VBOF 
G:NNC P:VBOF bilugan 401 25 		Context - regular|JJD na|CCP *bilugan|VBOF* o|CCT pantay-pantay|JJD 
G:NNC P:VBOF bundukin 2655 3 		Context - sa|CCT mga|DTCP *bundukin|VBOF* na|CCP ito|PRO 
G:NNC P:VBOF gilingan 2329 43 		Context - bakal|NNC at|CCA *gilingan|VBOF* ng|CCB palay|NNC 
G:NNC P:VBOF handaan 389 15 		Context - at|CCA mga|DTCP *handaan|VBOF* ng|CCB pagkain|NNC 
G:NNC P:VBOF inom 1796 10 		Context - pagpatuloy|NNC na|CCP *inom|VBOF* ng|CCB antibiotics|FW 
G:NNC P:VBOF ipo-ipo 145 6 		Context - tsunami|NNC ,|PMC *ipo-ipo|VBOF* ,|PMC lawa|NNC 
G:NNC P:VBOF itulot 475 32 		Context - ang|DTC isang|PRI_CCP *itulot|VBOF* ng|CCB Formula|NNP 
G:NNC P:VBOF kailanganin 389 10 		Context - nagbebenta|VBTR ng|CCB *kailanganin|VBOF* ,|PMC damit|NNC 
G:NNC P:VBOF pagaralan 1076 16 		Context - obserbahan|VBOF at|CCA *pagaralan|VBOF* ng_mga|DTCP siyentipiko|NNC 
G:NNC P:VBOF pagsamahin 387 16 		Context - sa_kapaligiran|RBL at|CCA *pagsamahin|VBOF* sila|PRP sa|CCT 
G:NNC P:VBOF pakahulugan 2183 14 		Context - asosasyon|NNC at|CCA *pakahulugan|VBOF* nito|PRO ay|LM 
G:NNC P:VBOF pakahulugan 992 5 		Context - ,|PMC ang|DTC *pakahulugan|VBOF* ng|CCB isang|PRI_CCP 
G:NNC P:VBOF papreserba 2578 20 		Context - Cleveland|NNP para_sa|RBB *papreserba|VBOF* ng|CCB pamahalaan|NNC 
G:NNC P:VBOF sambayan 935 7 		Context - lungsod|NNC at|CCA *sambayan|VBOF* sa|CCT West|NNP 
G:NNC P:VBRF pinagmulan 1544 2 		Context - Mula_sa|RBL kanilang|PRSP_CCP *pinagmulan|VBRF* ,|PMC pababa|JJD 
G:NNC P:VBRF pinagmulan 431 4 		Context - hanapin|VBOF ang_mga|DTCP *pinagmulan|VBRF* ng|CCB ganitong|PRC_CCP 
G:NNC P:VBRF pinagmulan 920 8 		Context - modelo|NNC para_sa|RBB *pinagmulan|VBRF* ng|CCB buhay|NNC 
G:NNC P:VBS bigay 2219 14 		Context - ay|LM yung|PRO *bigay|VBS* ng|CCB makapangyarihang|JJD_CCP 
G:NNC P:VBS gamit 2024 14 		Context - pagtuloy|NNC ng|CCB *gamit|VBS* ng|CCB antidepressant|FW 
G:NNC P:VBS gawa 2805 21 		Context - at|CCA mga|DTCP *gawa|VBS* ni|DTP Confucius|NNP 
G:NNC P:VBS tawag 1965 12 		Context - krema|NNC ay|LM *tawag|VBS* ng|CCB hilaw|JJD 
G:NNC P:VBTF tawagan 1392 7 		Context - sentro|NNC ng|CCB *tawagan|VBTF* at|CCA mga|DTCP 
G:NNC P:VBTR nilalaman 2634 4 		Context - sangay|NNC ay|LM *nilalaman|VBTR* ng|CCB Gyeongju|NNP 
G:NNC P:VBTR sinapupunan 1333 33 		Context - rin|RBI ng|CCB *sinapupunan|VBTR* )|PMS .|PMP 
G:NNC P:VBTR unikameral 71 3 		Context - Konggreso|NNP ay|LM *unikameral|VBTR* na|CCP may|VBH 
G:NNC P:VBTS bintana 1649 8 		Context - pinto|NNC at|CCA *bintana|VBTS* mula_sa|RBL loob|NNC 
G:NNC P:VBTS kinang 2742 4 		Context - auroral|NNC na|CCP *kinang|VBTS* ay|LM matatanaw|VBTF 
G:NNC P:VBTS lingkod 2144 58 		Context - kung|CCR kaninong|RBD_CCP *lingkod|VBTS* ako|PRS dito|PRL 
G:NNC P:VBTS naturalista 1987 3 		Context - Ingles|NNP na|CCP *naturalista|VBTS* si|DTP John|NNP 
G:NNC P:VBW maestra 1828 19 		Context - kanyang|PRSP_CCP obra|NNC *maestra|VBW* ,|PMC si|DTP 
G:NNC P:VBW magkalaban 1127 11 		Context - puwesto|NNC ang|DTC *magkalaban|VBW* ;|PMSC walang|VBN_CCP 
G:NNC P:VBW mangangaso 1818 27 		Context - seminomadic|FW na|CCP *mangangaso|VBW* na|CCP katutubong|NNC_CCP 
G:NNC P:VBW mantsa 2038 12 		Context - nagbabahid|VBTR ng|CCB *mantsa|VBW* sa|CCT karakter|NNC 
G:NNC P:VBW manunuod 1785 30 		Context - kritiko|NNC at|CCA *manunuod|VBW* at|CCA ipinakita|VBOF 
G:NNC P:VBW manunuod 2728 15 		Context - bata|NNC sa|CCT *manunuod|VBW* .|PMP 
G:NNC P:VBW pabalat 1522 20 		Context - Yankovic|NNP sa|CCT *pabalat|VBW* ng|CCB kanyang|PRSP_CCP 
G:NNC P:VBW pag-aakala 488 21 		Context - nakitang|RBD_CCP malaking|JJD_CCP *pag-aakala|VBW* sa|CCT kinopyang|VBOF_CCP 
G:NNC P:VBW pag-aaklas 1685 6 		Context - isa|PRI pang|RBI_CCP *pag-aaklas|VBW* ,|PMC na|CCP 
G:NNC P:VBW pag-aaklas 1925 29 		Context - kapangyarihan|NNC sa_pamamagitan_ng|CCT *pag-aaklas|VBW* militar|JJD o|CCT 
G:NNC P:VBW pag-aambag 495 16 		Context - katabaan|NNC sa_pamamagitan_ng|CCT *pag-aambag|VBW* ng|CCB pagtaas|NNC 
G:NNC P:VBW pag-aangat 113 23 		Context - ahente|NNC sa|CCT *pag-aangat|VBW* .|PMP 
G:NNC P:VBW pag-aasido 1072 9 		Context - humahantong|VBTR_VBAF sa|CCT *pag-aasido|VBW* .|PMP 
G:NNC P:VBW pag-aklas 800 14 		Context - alimango|NNC sa_pamamagitan_ng|CCT *pag-aklas|VBW* ng_mga|DTCP nabasang|VBTS_CCP 
G:NNC P:VBW pag-alala 2180 4 		Context - at|CCA mga|DTCP *pag-alala|VBW* ang|DTC makikita|VBTF 
G:NNC P:VBW pag-aral 1471 2 		Context - Pagkatapos|VBW ng|CCB *pag-aral|VBW* sa|CCT diskarte|NNC 
G:NNC P:VBW pag-aral 24 17 		Context - gamitin|VBOF sa|CCT *pag-aral|VBW* ng_mga|DTCP sunspot|NNC 
G:NNC P:VBW pag-arte 308 9 		Context - ,|PMC gaya_ng|JJC *pag-arte|VBW* ,|PMC paggawa|VBW 
G:NNC P:VBW pag-atake 2865 28 		Context - mulino|NNC ,|PMC *pag-atake|VBW* ng_mga|DTCP kawang|NNC_CCP 
G:NNC P:VBW pag-atake 393 4 		Context - pagkatapos|VBW ng|CCB *pag-atake|VBW* ng|CCB 9/11|CDB 
G:NNC P:VBW pag-iisa 1694 29 		Context - mag-aaral|NNC ,|PMC *pag-iisa|VBW* ng_mga|DTCP kapulungan|NNC 
G:NNC P:VBW pag-iisip 2411 24 		Context - mga|DTCP siyentipikong|NNC_CCP *pag-iisip|VBW* at|CCA kung|RBK 
G:NNC P:VBW pag-obserba 2190 17 		Context - tore|NNC para_sa|RBB *pag-obserba|VBW* ang|DTC dinagdag|VBTS 
G:NNC P:VBW pag-obserba 2863 5 		Context - minuto|NNC ng|CCB *pag-obserba|VBW* sa|CCT site|FW 
G:NNC P:VBW pag-unawa 1051 13 		Context - pinag-aralan|VBRF na|CCP *pag-unawa|VBW* sa|CCT mga|DTCP 
G:NNC P:VBW pag-usbong 1932 1 		Context - Ang|DTC *pag-usbong|VBW* ng|CCB nasal|FW 
G:NNC P:VBW pag-uunawa 734 2 		Context - Humantong|VBAF sa|CCT *pag-uunawa|VBW* ang|DTC pananaliksik|NNC 
G:NNC P:VBW pag-uusig 697 22 		Context - panahon|NNC ng|CCB *pag-uusig|VBW* sa|CCT mga|DTCP 
G:NNC P:VBW pagawaan 1205 7 		Context - kumpanya|NNC ng|CCB *pagawaan|VBW* ng_mga|DTCP barko|NNC 
G:NNC P:VBW pagbabago 1223 6 		Context - nakita|VBTS siyang|PRS_CCP *pagbabago|VBW* habang|RBW tinitignan|VBTR 
G:NNC P:VBW pagbaha 1556 15 		Context - palayo|RBD sa|CCT *pagbaha|VBW* .|PMP 
G:NNC P:VBW pagbalik 1123 41 		Context - pumapalya|VBTR_VBAF sa|CCT *pagbalik|VBW* ng|CCB DNA|NNPA 
G:NNC P:VBW pagbibigay 2968 39 		Context - umatras|VBAF sa|CCT *pagbibigay|VBW* suportang|NNC_CCP pinansyal|JJD 
G:NNC P:VBW pagbitaw 2544 3 		Context - ng|CCB kanyang|PRSP_CCP *pagbitaw|VBW* sa|CCT barrel|NNC 
G:NNC P:VBW pagbuo 1150 21 		Context - humantong|VBAF sa|CCT *pagbuo|VBW* ng|CCB lubhang|JJCS_CCP 
G:NNC P:VBW pagbuo 37 27 		Context - ,|PMC karaniwang|RBD_CCP *pagbuo|VBW* ng|CCB carbon|FW 
G:NNC P:VBW pagbuo 807 29 		Context - ,|PMC at|CCA *pagbuo|VBW* muli|RBW ng|CCB 
G:NNC P:VBW pagbuo 883 13 		Context - kasabay|CCB ng|CCB *pagbuo|VBW* sa|CCT Teorya|NNP 
G:NNC P:VBW pagbuti 2107 67 		Context - niya|PRS :|PMS *pagbuti|VBW* ng|CCB isang|PRI_CCP 
G:NNC P:VBW pagdama 1059 47 		Context - binago|VBOF ang|DTC *pagdama|VBW* ng|CCB islanders|FW 
G:NNC P:VBW pagdedebate 1930 6 		Context - kalayaan|NNC sa|CCT *pagdedebate|VBW* sa|CCT Kongreso|NNP 
G:NNC P:VBW pagdiskubre 372 12 		Context - hindi|RBF niya|PRS *pagdiskubre|VBW* sa|CCT mga|DTCP 
G:NNC P:VBW pagdugtungin 893 18 		Context - kanal|NNC upang|CCB *pagdugtungin|VBW* ang|DTC Mediterranean|NNP 
G:NNC P:VBW paggamit 2798 19 		Context - ng|CCB unang|JJN_CCP *paggamit|VBW* ng|CCB atomic|FW 
G:NNC P:VBW paggawa 2161 5 		Context - ay|LM tungkol_sa|RBR *paggawa|VBW* ng_mga|DTCP tamang|JJD_CCP 
G:NNC P:VBW paggawa 308 11 		Context - pag-arte|VBW ,|PMC *paggawa|VBW* ng_mga|DTCP kataka-takang|JJD_CCP 
G:NNC P:VBW paghatol 824 13 		Context - "|PMS Ang|DTC *paghatol|VBW* sa|CCT panlasa|JJD 
G:NNC P:VBW paghikbi 1584 60 		Context - lagi|JJD kong|PRS_CCP *paghikbi|VBW* .|PMP "|PMS 
G:NNC P:VBW paghilig 1339 9 		Context - nabawasan|VBTS ang|DTC *paghilig|VBW* ni|DTP Bellow|NNP 
G:NNC P:VBW paghinto 2083 12 		Context - sumusubok|VBTR_VBAF sa|CCT *paghinto|VBW* sa|CCT pag-urong|NNC 
G:NNC P:VBW paghuhukay 1149 20 		Context - )|PMS ang|DTC *paghuhukay|VBW* ng|CCB isang|PRI_CCP 
G:NNC P:VBW pagkagawa 1326 14 		Context - sinundan|VBOF ng|CCB *pagkagawa|VBW* ng|CCB Old|NNP 
G:NNC P:VBW pagkagawa 44 2 		Context - Matapos|VBW ang|DTC *pagkagawa|VBW* sa|CCT Suez|NNP 
G:NNC P:VBW pagkakaiba 988 1 		Context - Malawakang|RBD_CCP *pagkakaiba|VBW* sa|CCT porsyento|NNC 
G:NNC P:VBW pagkakalantad 590 15 		Context - ginawa|VBOF ng|CCB *pagkakalantad|VBW* ng|CCB zinc|FW 
G:NNC P:VBW pagkakaloob 194 2 		Context - Pagkatapos|VBW ang|DTC *pagkakaloob|VBW* ng|CCB lupa|NNC 
G:NNC P:VBW pagkakanulo 439 2 		Context - Humina|VBAF dahil_sa|RBP *pagkakanulo|VBW* ang|DTC lakas|NNC 
G:NNC P:VBW pagkakaroon 1872 10 		Context - ang_mga|DTCP maaaring|RBM *pagkakaroon|VBW* ng|CCB malaking|JJD_CCP 
G:NNC P:VBW pagkakataon 2553 34 		Context - sabay|RBD na|CCP *pagkakataon|VBW* ang|DTC self-propelled|FW 
G:NNC P:VBW pagkakita 1341 5 		Context - panahon|NNC ng|CCB *pagkakita|VBW* at|CCA malawak|JJD 
G:NNC P:VBW pagkalantad 1031 48 		Context - kanyang|PRSP_CCP maagang|JJD_CCP *pagkalantad|VBW* sa|CCT Agham|NNP 
G:NNC P:VBW pagkalantad 391 71 		Context - ang|DTC nabawasang|VBTS_CCP *pagkalantad|VBW* sa|CCT sanhi|NNC 
G:NNC P:VBW pagkalasing 400 16 		Context - sanhi|NNC ng|CCB *pagkalasing|VBW* nito|PRO ,|PMC 
G:NNC P:VBW pagkaligalig 2543 4 		Context - panloob|JJD na|CCP *pagkaligalig|VBW* sa|CCT lupain|NNC 
G:NNC P:VBW pagkalumbay 1611 14 		Context - Amerikano|NNP sa|CCT *pagkalumbay|VBW* dulot|JJD ng|CCB 
G:NNC P:VBW pagkamatay 1228 33 		Context - biglaan|JJD na|CCP *pagkamatay|VBW* sa|CCT Pebrero|NNP 
G:NNC P:VBW pagkamatay 1926 5 		Context - pagkatapos|VBW ng|CCB *pagkamatay|VBW* ng|CCB kanyang|PRSP_CCP 
G:NNC P:VBW pagkamatay 1993 40 		Context - noon|RBW ang|DTC *pagkamatay|VBW* ng|CCB kanyang|PRSP_CCP 
G:NNC P:VBW pagkamatay 2351 14 		Context - naulat|VBTS na|CCP *pagkamatay|VBW* ng|CCB ang|DTC 
G:NNC P:VBW pagkamatay 3031 6 		Context - kaso|NNC ng|CCB *pagkamatay|VBW* ng|CCB pangsanggol|JJD 
G:NNC P:VBW pagkamatay 353 32 		Context - mula|RBW noong|RBW_CCP *pagkamatay|VBW* sa|CCT parehong|JJC_CCP 
G:NNC P:VBW pagkamatay 52 20 		Context - oras|NNC ng|CCB *pagkamatay|VBW* ni|DTP Padre|NNP 
G:NNC P:VBW pagkamkam 2578 10 		Context - pumapayag|VBTR_VBAF sa|CCT *pagkamkam|VBW* sa|CCT mga|DTCP 
G:NNC P:VBW pagkaparehas 1150 24 		Context - ng|CCB lubhang|JJCS_CCP *pagkaparehas|VBW* ng_mga|DTCP organo|NNC 
G:NNC P:VBW pagkarga 2237 3 		Context - pagplano|NNC ng|CCB *pagkarga|VBW* sa|CCT tren|NNC 
G:NNC P:VBW pagkatalo 2702 26 		Context - ipaghiganti|VBOB ang|DTC *pagkatalo|VBW* sa|CCT Poitiers|NNP 
G:NNC P:VBW pagkatalo 2786 3 		Context - makabawi|VBW mula_sa|RBL *pagkatalo|VBW* sa|CCT Trebia|NNP 
G:NNC P:VBW pagkawala 303 12 		Context - araw-araw|RBW na|CCP *pagkawala|VBW* ng|CCB dugo|NNC 
G:NNC P:VBW pagkawalan 1596 17 		Context - dahilan|NNC ng|CCB *pagkawalan|VBW* nila|PRP ng|CCB 
G:NNC P:VBW pagkuha 1913 7 		Context - Metropolis|NNP sa|CCT *pagkuha|VBW* ng_mga|DTCP larawan|NNC 
G:NNC P:VBW pagkuha 1925 24 		Context - na|CCP ang|DTC *pagkuha|VBW* niya|PRS ng|CCB 
G:NNC P:VBW paglalabanan 1745 30 		Context - Company|NNP sa_kabila_ng|CCU *paglalabanan|VBW* at|CCA katakot-takot|JJD 
G:NNC P:VBW paglikas 448 5 		Context - Kutuzov|NNP ang|DTC *paglikas|VBW* ng|CCB lungsod|NNC 
G:NNC P:VBW paglipat 174 11 		Context - ,|PMC tulad_ng|JJC *paglipat|VBW* ng|CCB isang|PRI_CCP 
G:NNC P:VBW pagmamartsa 823 53 		Context - na|RBI ang|DTC *pagmamartsa|VBW* at|CCA pagsasayaw|VBW 
G:NNC P:VBW pagpansin 2340 1 		Context - Ang|DTC *pagpansin|VBW* sa|CCT mga|DTCP 
G:NNC P:VBW pagpapadala 2508 13 		Context - paraan|NNC tulad_ng|JJC *pagpapadala|VBW* isang|JJN_CCP daang|NNC_CCP 
G:NNC P:VBW pagpapahinto 67 6 		Context - boto|NNC sa|CCT *pagpapahinto|VBW* ng|CCB karagatan|NNC 
G:NNC P:VBW pagpapahinuhod 45 9 		Context - ng_mga|DTCP mahahalagang|JJD_CCP *pagpapahinuhod|VBW* sa|CCT isang|PRI_CCP 
G:NNC P:VBW pagpapakita 1865 21 		Context - ,|PMC at|CCA *pagpapakita|VBW* sa|CCT publiko|NNC 
G:NNC P:VBW pagpapakita 2864 7 		Context - 500|CDB dahil_sa|RBP *pagpapakita|VBW* ng|CCB palabas|NNC 
G:NNC P:VBW pagpapalakad 2051 34 		Context - lakas|NNC na|CCP *pagpapalakad|VBW* ng|CCB pamahalaan|NNC 
G:NNC P:VBW pagpapalawak 137 20 		Context - pagpapatatag|VBW at|CCA *pagpapalawak|VBW* ng|CCB Mercia|NNP 
G:NNC P:VBW pagpapatatag 137 18 		Context - mahalaga|JJD sa|CCT *pagpapatatag|VBW* at|CCA pagpapalawak|VBW 
G:NNC P:VBW pagpatak 839 2 		Context - Natutulungan|VBTS ng|CCB *pagpatak|VBW* ng|CCB ulan|NNC 
G:NNC P:VBW pagpatay 352 36 		Context - o|CCT "|PMS *pagpatay|VBW* patakaran|NNC "|PMS 
G:NNC P:VBW pagprotesta 635 28 		Context - habang|RBW sa|CCT *pagprotesta|VBW* niya|PRS laban_sa|CCU 
G:NNC P:VBW pagpunan 2309 32 		Context - para_sa|RBB hangaring|NNC_CCP *pagpunan|VBW* at|CCA pagbawi|NNC 
G:NNC P:VBW pagsakit 1512 37 		Context - dahil_sa|RBP malubhang|RBD_CCP *pagsakit|VBW* ng|CCB tiyan|NNC 
G:NNC P:VBW pagsang-ayon 1093 8 		Context - makakuha|VBW ng|CCB *pagsang-ayon|VBW* sa|CCT League|NNP 
G:NNC P:VBW pagsang-ayon 2054 6 		Context - ang|DTC hindi|RBF *pagsang-ayon|VBW* sa|CCT mga|DTCP 
G:NNC P:VBW pagsasama-sama 1292 3 		Context - rin|RBI itong|PRO_CCP *pagsasama-sama|VBW* ng|CCB kung|RBK 
G:NNC P:VBW pagsasama-sama 2490 19 		Context - pagsasaayos|NNC at|CCA *pagsasama-sama|VBW* ng_mga|DTCP kamakailang|RBW_CCP 
G:NNC P:VBW pagsasayaw 308 18 		Context - magmadjik|VBW ,|PMC *pagsasayaw|VBW* at|CCA iba|PRI 
G:NNC P:VBW pagsasayaw 823 55 		Context - pagmamartsa|VBW at|CCA *pagsasayaw|VBW* ng|CCB balse|NNC 
G:NNC P:VBW pagsira 1746 17 		Context - ,|PMC sa|CCT *pagsira|VBW* ng|CCB loob|NNC 
G:NNC P:VBW pagsira 778 48 		Context - mutasyon|NNC sa_pamamagitan_ng|CCT *pagsira|VBW* sa|CCT istraktura|NNC 
G:NNC P:VBW pagsira 807 23 		Context - kasabay|CCB ng|CCB *pagsira|VBW* niya|PRS ng|CCB 
G:NNC P:VBW pagsira 90 4 		Context - nito|PRO ang|DTC *pagsira|VBW* ng|CCB isang|PRI_CCP 
G:NNC P:VBW pagsubaybay 519 15 		Context - ay|LM para_sa|RBB *pagsubaybay|VBW* ng_mga|DTCP pinakamahusay|JJCS_JJD 
